Reference	s37rep1	s37rep2	s37rep3	s32rep2	s32rep1	s32rep3
ENST00000443759.1	31.0	14.0	19.0	8.0	9.0	5.0
ENST00000642480.2	31.0	28.0	14.0	29.0	32.0	18.0
ENST00000375650.5	31.0	11.0	1.0	2.0	5.0	0.0
ENST00000561491.1	31.0	33.0	20.0	34.0	35.0	25.0
ENST00000617874.5	31.0	26.0	18.0	24.0	31.0	13.0
ENST00000391548.1	31.0	11.0	1.0	2.0	5.0	0.0
ENST00000530913.1	31.0	49.0	39.0	49.0	35.0	35.0
ENST00000450744.1	31.0	11.0	1.0	2.0	5.0	0.0
ENST00000418996.5	31.0	32.0	33.0	39.0	36.0	42.0
ENST00000502905.5	31.0	43.0	35.0	39.0	33.0	29.0
ENST00000614890.4	31.0	24.0	17.0	23.0	26.0	9.0
ENST00000487659.1	31.0	31.0	20.0	35.0	39.0	26.0
ENST00000561048.2	31.0	28.0	22.0	32.0	33.0	23.0
ENST00000470985.3	31.0	49.0	30.0	51.0	36.0	34.0
ENST00000642513.1	31.0	27.0	31.0	28.0	30.0	27.0
ENST00000429243.7	31.0	30.0	24.0	36.0	37.0	32.0
ENST00000262942.10	31.0	27.0	22.0	27.0	29.0	23.0
ENST00000548985.1	31.0	33.0	23.0	31.0	29.0	28.0
ENST00000511316.1	31.0	33.0	29.0	32.0	33.0	32.0
ENST00000532702.1	31.0	29.0	30.0	28.0	34.0	25.0
ENST00000477812.2	31.0	21.0	12.0	23.0	29.0	11.0
ENST00000297534.7	31.0	33.0	42.0	35.0	28.0	40.0
ENST00000506002.1	31.0	19.0	28.0	12.0	19.0	16.0
ENST00000314397.9	31.0	30.0	18.0	30.0	31.0	19.0
ENST00000541412.5	31.0	27.0	31.0	28.0	30.0	27.0
ENST00000676319.1	31.0	36.0	16.0	37.0	34.0	25.0
ENST00000250101.10	31.0	29.0	20.0	31.0	32.0	27.0
ENST00000275428.9	31.0	29.0	31.0	30.0	33.0	32.0
ENST00000445736.1	31.0	11.0	1.0	2.0	5.0	0.0
ENST00000479802.1	30.0	53.0	39.0	54.0	33.0	34.0
ENST00000456863.6	30.0	23.0	24.0	21.0	27.0	16.0
ENST00000396062.4	30.0	24.0	21.0	26.0	28.0	20.0
ENST00000532786.2	30.0	28.0	21.0	26.0	30.0	19.0
ENST00000554282.5	30.0	37.0	30.0	36.0	35.0	31.0
ENST00000318911.5	30.0	9.0	13.0	14.0	28.0	3.0
ENST00000216802.10	30.0	26.0	22.0	27.0	28.0	26.0
ENST00000372837.3	30.0	28.0	23.0	26.0	29.0	22.0
ENST00000645325.2	30.0	27.0	23.0	27.0	28.0	26.0
ENST00000264933.9	30.0	23.0	18.0	23.0	32.0	12.0
ENST00000418285.6	30.0	23.0	24.0	21.0	27.0	16.0
ENST00000517523.1	30.0	41.0	30.0	34.0	26.0	35.0
ENST00000422167.6	30.0	23.0	24.0	21.0	27.0	16.0
ENST00000461350.5	30.0	17.0	21.0	28.0	40.0	16.0
ENST00000437366.2	30.0	26.0	25.0	21.0	25.0	17.0
ENST00000488034.6	30.0	31.0	26.0	30.0	31.0	27.0
ENST00000334841.10	30.0	26.0	37.0	23.0	26.0	22.0
ENST00000330899.5	30.0	26.0	11.0	19.0	20.0	8.0
ENST00000696933.1	30.0	31.0	42.0	26.0	27.0	32.0
ENST00000467789.5	30.0	29.0	27.0	21.0	23.0	20.0
ENST00000591949.1	30.0	31.0	28.0	29.0	32.0	26.0
ENST00000356714.6	30.0	30.0	22.0	26.0	28.0	17.0
ENST00000368356.9	30.0	27.0	20.0	26.0	27.0	20.0
ENST00000285930.9	30.0	24.0	22.0	23.0	25.0	19.0
ENST00000309244.9	30.0	31.0	41.0	36.0	38.0	32.0
ENST00000502762.4	30.0	26.0	19.0	40.0	46.0	30.0
ENST00000379060.8	30.0	31.0	24.0	33.0	30.0	29.0
ENST00000425464.6	30.0	23.0	24.0	21.0	27.0	16.0
ENST00000400052.7	30.0	22.0	24.0	21.0	27.0	16.0
ENST00000459914.2	30.0	30.0	41.0	25.0	27.0	31.0
ENST00000451497.2	30.0	28.0	15.0	27.0	27.0	20.0
ENST00000677236.1	30.0	37.0	32.0	33.0	26.0	29.0
ENST00000709245.1	30.0	23.0	25.0	24.0	25.0	15.0
ENST00000466174.5	30.0	32.0	25.0	29.0	30.0	28.0
ENST00000477168.6	30.0	27.0	21.0	28.0	34.0	17.0
ENST00000527871.5	29.0	23.0	25.0	24.0	26.0	14.0
ENST00000567895.5	29.0	28.0	18.0	27.0	31.0	23.0
ENST00000647380.1	29.0	21.0	18.0	21.0	32.0	19.0
ENST00000598463.5	29.0	27.0	45.0	28.0	35.0	22.0
ENST00000544850.5	29.0	27.0	19.0	28.0	29.0	23.0
ENST00000493356.5	29.0	27.0	30.0	30.0	26.0	33.0
ENST00000482902.5	29.0	27.0	26.0	27.0	28.0	24.0
ENST00000676594.1	29.0	24.0	10.0	21.0	25.0	10.0
ENST00000288344.14	29.0	31.0	18.0	30.0	25.0	19.0
ENST00000578649.1	29.0	45.0	32.0	46.0	33.0	32.0
ENST00000590618.1	29.0	23.0	22.0	31.0	26.0	17.0
ENST00000465645.1	29.0	21.0	18.0	21.0	32.0	19.0
ENST00000395047.6	29.0	22.0	13.0	25.0	27.0	12.0
ENST00000676857.1	29.0	23.0	10.0	21.0	24.0	9.0
ENST00000423216.2	29.0	29.0	45.0	28.0	21.0	33.0
ENST00000432641.3	29.0	27.0	30.0	31.0	32.0	30.0
ENST00000692500.1	29.0	33.0	37.0	44.0	36.0	51.0
ENST00000535750.5	29.0	27.0	13.0	24.0	26.0	15.0
ENST00000490335.4	29.0	29.0	38.0	34.0	41.0	43.0
ENST00000379412.9	29.0	27.0	11.0	28.0	28.0	16.0
ENST00000316939.3	29.0	8.0	10.0	11.0	27.0	3.0
ENST00000282999.7	29.0	28.0	24.0	32.0	36.0	25.0
ENST00000339737.6	29.0	29.0	22.0	26.0	30.0	19.0
ENST00000339942.11	29.0	29.0	15.0	33.0	36.0	22.0
ENST00000606507.1	29.0	25.0	18.0	24.0	28.0	20.0
ENST00000523335.1	29.0	30.0	20.0	31.0	33.0	27.0
ENST00000593264.5	29.0	37.0	35.0	44.0	33.0	32.0
ENST00000328379.6	29.0	32.0	29.0	35.0	35.0	31.0
ENST00000486051.5	29.0	24.0	14.0	23.0	28.0	23.0
ENST00000456318.6	29.0	29.0	21.0	29.0	29.0	21.0
ENST00000591258.1	29.0	16.0	34.0	28.0	27.0	33.0
ENST00000403490.3	29.0	25.0	16.0	23.0	31.0	11.0
ENST00000419869.7	29.0	25.0	20.0	26.0	28.0	20.0
ENST00000504813.5	29.0	27.0	21.0	30.0	33.0	23.0
ENST00000409650.5	29.0	32.0	38.0	32.0	27.0	33.0
ENST00000521662.5	29.0	29.0	15.0	32.0	35.0	22.0
ENST00000637096.1	29.0	29.0	30.0	28.0	33.0	27.0
ENST00000339083.12	29.0	25.0	28.0	26.0	26.0	18.0
ENST00000279387.12	29.0	18.0	17.0	22.0	21.0	11.0
ENST00000528492.1	29.0	41.0	22.0	26.0	33.0	26.0
ENST00000673204.1	29.0	27.0	11.0	28.0	28.0	16.0
ENST00000629438.2	29.0	29.0	34.0	34.0	33.0	38.0
ENST00000507528.5	29.0	22.0	17.0	23.0	32.0	12.0
ENST00000367883.3	29.0	30.0	25.0	25.0	24.0	28.0
ENST00000549147.1	29.0	30.0	28.0	31.0	32.0	29.0
ENST00000238618.8	29.0	32.0	28.0	22.0	23.0	17.0
ENST00000409683.5	29.0	21.0	22.0	20.0	28.0	17.0
ENST00000382533.9	29.0	28.0	24.0	28.0	32.0	28.0
ENST00000703810.2	29.0	27.0	15.0	29.0	29.0	23.0
ENST00000399688.7	29.0	24.0	18.0	25.0	27.0	20.0
ENST00000391752.5	29.0	22.0	22.0	22.0	37.0	10.0
ENST00000524851.5	28.0	24.0	28.0	24.0	23.0	25.0
ENST00000262570.10	28.0	23.0	22.0	26.0	30.0	15.0
ENST00000322310.10	28.0	23.0	22.0	25.0	35.0	15.0
ENST00000389912.7	28.0	27.0	16.0	31.0	29.0	24.0
ENST00000474506.1	28.0	26.0	19.0	35.0	38.0	28.0
ENST00000409028.8	28.0	30.0	32.0	29.0	26.0	29.0
ENST00000481508.1	28.0	28.0	21.0	26.0	25.0	20.0
ENST00000472328.2	28.0	25.0	27.0	22.0	21.0	19.0
ENST00000536769.1	28.0	22.0	24.0	26.0	29.0	22.0
ENST00000397666.6	28.0	23.0	16.0	24.0	26.0	10.0
ENST00000526415.5	28.0	35.0	27.0	29.0	27.0	25.0
ENST00000222008.11	28.0	22.0	22.0	17.0	34.0	2.0
ENST00000436473.5	28.0	28.0	32.0	28.0	28.0	26.0
ENST00000610826.4	28.0	22.0	23.0	22.0	37.0	10.0
ENST00000464657.5	28.0	34.0	22.0	31.0	30.0	24.0
ENST00000374206.4	28.0	29.0	24.0	21.0	24.0	15.0
ENST00000530945.1	28.0	22.0	16.0	25.0	32.0	19.0
ENST00000558720.5	28.0	32.0	22.0	30.0	27.0	28.0
ENST00000264221.6	28.0	23.0	17.0	24.0	25.0	19.0
ENST00000507019.5	28.0	28.0	15.0	20.0	23.0	17.0
ENST00000265498.6	28.0	25.0	26.0	24.0	25.0	25.0
ENST00000344548.8	28.0	23.0	17.0	26.0	25.0	22.0
ENST00000519974.5	28.0	25.0	22.0	30.0	28.0	26.0
ENST00000514888.5	28.0	23.0	17.0	24.0	26.0	19.0
ENST00000334982.9	28.0	26.0	21.0	27.0	32.0	20.0
ENST00000379056.5	28.0	34.0	28.0	33.0	26.0	30.0
ENST00000519760.1	28.0	12.0	9.0	8.0	12.0	4.0
ENST00000380327.9	28.0	26.0	22.0	36.0	40.0	37.0
ENST00000374484.8	28.0	33.0	22.0	31.0	30.0	24.0
ENST00000691867.1	28.0	28.0	24.0	27.0	28.0	26.0
ENST00000321751.9	28.0	20.0	14.0	23.0	35.0	8.0
ENST00000395248.6	28.0	26.0	17.0	24.0	22.0	16.0
ENST00000350697.8	28.0	24.0	18.0	27.0	31.0	19.0
ENST00000389995.4	28.0	34.0	23.0	32.0	27.0	26.0
ENST00000465786.1	28.0	32.0	31.0	29.0	26.0	29.0
ENST00000579260.5	28.0	29.0	30.0	31.0	31.0	29.0
ENST00000587834.6	28.0	21.0	20.0	22.0	32.0	19.0
ENST00000368302.3	28.0	34.0	34.0	29.0	30.0	35.0
ENST00000678280.1	28.0	27.0	20.0	28.0	30.0	21.0
ENST00000401543.2	28.0	45.0	74.0	45.0	31.0	42.0
ENST00000515763.1	28.0	37.0	30.0	40.0	38.0	37.0
ENST00000397046.5	28.0	29.0	22.0	26.0	29.0	18.0
ENST00000357360.5	28.0	13.0	16.0	16.0	20.0	4.0
ENST00000548400.5	28.0	35.0	21.0	46.0	41.0	34.0
ENST00000467076.5	28.0	26.0	20.0	24.0	24.0	20.0
ENST00000429938.1	27.0	24.0	31.0	21.0	28.0	25.0
ENST00000368902.1	27.0	26.0	31.0	29.0	33.0	29.0
ENST00000304800.14	27.0	25.0	19.0	29.0	34.0	23.0
ENST00000548311.5	27.0	25.0	21.0	31.0	35.0	34.0
ENST00000232905.4	27.0	28.0	28.0	19.0	19.0	20.0
ENST00000560266.5	27.0	28.0	29.0	27.0	26.0	27.0
ENST00000273308.9	27.0	20.0	22.0	19.0	28.0	10.0
ENST00000217652.8	27.0	25.0	19.0	28.0	28.0	22.0
ENST00000044462.12	27.0	23.0	15.0	24.0	25.0	18.0
ENST00000296511.10	27.0	24.0	20.0	22.0	23.0	17.0
ENST00000238633.6	27.0	30.0	27.0	32.0	29.0	28.0
ENST00000682106.1	27.0	31.0	44.0	29.0	27.0	43.0
ENST00000221486.6	27.0	20.0	25.0	17.0	22.0	10.0
ENST00000463154.5	27.0	26.0	20.0	25.0	30.0	19.0
ENST00000404241.6	27.0	37.0	56.0	32.0	32.0	56.0
ENST00000543164.5	27.0	28.0	20.0	26.0	27.0	20.0
ENST00000537701.5	27.0	28.0	20.0	28.0	30.0	22.0
ENST00000441097.1	27.0	28.0	21.0	19.0	23.0	18.0
ENST00000469308.1	27.0	32.0	49.0	25.0	24.0	32.0
ENST00000498999.2	27.0	18.0	22.0	17.0	25.0	19.0
ENST00000303319.10	27.0	24.0	23.0	23.0	24.0	24.0
ENST00000408968.4	27.0	29.0	30.0	21.0	22.0	30.0
ENST00000351986.10	27.0	25.0	16.0	24.0	22.0	16.0
ENST00000315732.3	27.0	18.0	13.0	18.0	24.0	7.0
ENST00000304834.11	27.0	22.0	12.0	21.0	25.0	10.0
ENST00000565205.5	27.0	28.0	19.0	28.0	32.0	25.0
ENST00000262947.8	27.0	24.0	21.0	28.0	31.0	13.0
ENST00000216034.6	27.0	22.0	16.0	26.0	27.0	12.0
ENST00000258416.8	27.0	24.0	16.0	22.0	27.0	18.0
ENST00000560881.5	27.0	29.0	34.0	26.0	25.0	25.0
ENST00000678077.1	27.0	34.0	25.0	34.0	28.0	29.0
ENST00000393427.7	27.0	32.0	24.0	26.0	23.0	19.0
ENST00000000233.10	27.0	16.0	15.0	19.0	25.0	12.0
ENST00000439605.2	27.0	21.0	12.0	19.0	18.0	10.0
ENST00000486516.5	27.0	23.0	20.0	17.0	13.0	17.0
ENST00000405878.5	27.0	24.0	14.0	26.0	25.0	15.0
ENST00000616536.4	27.0	21.0	21.0	21.0	34.0	9.0
ENST00000511319.5	27.0	25.0	19.0	29.0	28.0	26.0
ENST00000548580.5	27.0	38.0	18.0	49.0	47.0	37.0
ENST00000512041.7	27.0	22.0	16.0	21.0	26.0	11.0
ENST00000644404.1	27.0	24.0	20.0	24.0	25.0	23.0
ENST00000223029.8	27.0	20.0	24.0	25.0	31.0	17.0
ENST00000615264.4	27.0	24.0	20.0	24.0	25.0	23.0
ENST00000528362.1	27.0	26.0	25.0	24.0	34.0	26.0
ENST00000276585.9	27.0	25.0	15.0	29.0	32.0	20.0
ENST00000452606.2	26.0	26.0	29.0	28.0	25.0	23.0
ENST00000391762.5	26.0	25.0	26.0	22.0	26.0	27.0
ENST00000547157.1	26.0	27.0	30.0	229.0	281.0	266.0
ENST00000451917.6	26.0	23.0	25.0	23.0	25.0	24.0
ENST00000359944.10	26.0	25.0	24.0	22.0	23.0	24.0
ENST00000311351.9	26.0	22.0	18.0	22.0	26.0	14.0
ENST00000592141.6	26.0	27.0	18.0	28.0	26.0	25.0
ENST00000486741.5	26.0	17.0	14.0	21.0	22.0	6.0
ENST00000409038.5	26.0	28.0	33.0	28.0	24.0	29.0
ENST00000331457.9	26.0	24.0	16.0	22.0	24.0	16.0
ENST00000677730.1	26.0	24.0	31.0	26.0	25.0	32.0
ENST00000441076.7	26.0	23.0	18.0	24.0	23.0	19.0
ENST00000395284.8	26.0	23.0	14.0	18.0	20.0	11.0
ENST00000295008.8	26.0	16.0	14.0	28.0	38.0	12.0
ENST00000219479.7	26.0	19.0	14.0	20.0	30.0	14.0
ENST00000614237.1	26.0	14.0	11.0	14.0	30.0	4.0
ENST00000645410.1	26.0	26.0	25.0	23.0	24.0	21.0
ENST00000585395.6	26.0	16.0	14.0	21.0	21.0	7.0
ENST00000311083.10	26.0	27.0	25.0	23.0	26.0	25.0
ENST00000393987.2	26.0	18.0	28.0	23.0	29.0	14.0
ENST00000554218.1	26.0	29.0	20.0	14.0	15.0	11.0
ENST00000264093.9	26.0	27.0	32.0	30.0	31.0	36.0
ENST00000383433.8	26.0	23.0	25.0	23.0	25.0	24.0
ENST00000678431.1	26.0	23.0	11.0	18.0	19.0	13.0
ENST00000252602.2	26.0	21.0	18.0	18.0	18.0	9.0
ENST00000620309.4	26.0	26.0	13.0	34.0	45.0	24.0
ENST00000396063.5	26.0	23.0	16.0	26.0	29.0	21.0
ENST00000331244.10	26.0	21.0	15.0	19.0	24.0	14.0
ENST00000539480.5	26.0	20.0	27.0	20.0	25.0	9.0
ENST00000555619.6	26.0	30.0	27.0	31.0	28.0	27.0
ENST00000409682.8	26.0	23.0	16.0	24.0	27.0	15.0
ENST00000366813.1	26.0	32.0	21.0	30.0	24.0	23.0
ENST00000566624.5	26.0	16.0	21.0	15.0	22.0	23.0
ENST00000631987.1	26.0	26.0	14.0	34.0	45.0	24.0
ENST00000681938.1	26.0	28.0	28.0	20.0	20.0	28.0
ENST00000460947.1	26.0	36.0	25.0	36.0	25.0	31.0
ENST00000175091.5	26.0	25.0	19.0	21.0	22.0	16.0
ENST00000513414.1	26.0	24.0	45.0	28.0	31.0	42.0
ENST00000281141.9	26.0	22.0	15.0	25.0	29.0	18.0
ENST00000334482.9	25.0	25.0	20.0	25.0	24.0	24.0
ENST00000678870.1	25.0	22.0	18.0	22.0	24.0	18.0
ENST00000421017.6	25.0	22.0	20.0	20.0	24.0	19.0
ENST00000607292.2	25.0	10.0	13.0	7.0	3.0	10.0
ENST00000706660.1	25.0	20.0	17.0	18.0	20.0	19.0
ENST00000548474.2	25.0	31.0	24.0	30.0	24.0	24.0
ENST00000560639.1	25.0	29.0	30.0	28.0	27.0	26.0
ENST00000242784.5	25.0	13.0	16.0	13.0	15.0	5.0
ENST00000305786.7	25.0	22.0	10.0	23.0	24.0	16.0
ENST00000337304.2	25.0	34.0	51.0	29.0	29.0	51.0
ENST00000226105.11	25.0	21.0	18.0	21.0	26.0	20.0
ENST00000216190.13	25.0	23.0	21.0	25.0	25.0	21.0
ENST00000459748.1	25.0	24.0	25.0	19.0	22.0	25.0
ENST00000697719.1	25.0	26.0	15.0	29.0	26.0	24.0
ENST00000433835.3	25.0	36.0	26.0	36.0	28.0	27.0
ENST00000517671.5	25.0	30.0	16.0	32.0	26.0	18.0
ENST00000476702.1	25.0	24.0	19.0	54.0	55.0	25.0
ENST00000610975.4	25.0	26.0	25.0	22.0	26.0	27.0
ENST00000306024.4	25.0	26.0	15.0	27.0	28.0	25.0
ENST00000463232.5	25.0	33.0	28.0	32.0	26.0	25.0
ENST00000397049.2	25.0	25.0	18.0	22.0	23.0	14.0
ENST00000574371.1	25.0	25.0	30.0	15.0	18.0	21.0
ENST00000343985.8	25.0	26.0	20.0	23.0	26.0	16.0
ENST00000697663.1	25.0	27.0	16.0	29.0	30.0	23.0
ENST00000393263.7	25.0	23.0	23.0	21.0	21.0	19.0
ENST00000626965.1	25.0	36.0	26.0	36.0	28.0	26.0
ENST00000418391.6	25.0	21.0	11.0	22.0	29.0	12.0
ENST00000397048.5	25.0	25.0	20.0	23.0	25.0	16.0
ENST00000391867.8	25.0	15.0	14.0	27.0	36.0	11.0
ENST00000450169.7	25.0	25.0	19.0	26.0	28.0	24.0
ENST00000230085.13	25.0	13.0	13.0	15.0	20.0	7.0
ENST00000368979.6	25.0	13.0	12.0	14.0	19.0	7.0
ENST00000679243.1	25.0	21.0	11.0	18.0	18.0	12.0
ENST00000602624.7	25.0	22.0	19.0	22.0	23.0	17.0
ENST00000602866.5	25.0	23.0	19.0	22.0	28.0	17.0
ENST00000430433.5	25.0	17.0	17.0	17.0	28.0	7.0
ENST00000610455.4	25.0	21.0	11.0	23.0	30.0	12.0
ENST00000461913.5	25.0	25.0	23.0	23.0	23.0	21.0
ENST00000549578.6	25.0	25.0	25.0	25.0	24.0	25.0
ENST00000368235.8	25.0	21.0	20.0	21.0	26.0	10.0
ENST00000556956.1	25.0	32.0	22.0	37.0	22.0	24.0
ENST00000513124.1	25.0	27.0	21.0	37.0	33.0	31.0
ENST00000538393.5	25.0	25.0	20.0	28.0	30.0	25.0
ENST00000460616.5	25.0	24.0	23.0	24.0	25.0	21.0
ENST00000373912.8	25.0	23.0	18.0	25.0	29.0	17.0
ENST00000607003.5	25.0	26.0	23.0	26.0	29.0	27.0
ENST00000600836.1	25.0	27.0	13.0	34.0	33.0	22.0
ENST00000336767.6	25.0	20.0	16.0	22.0	24.0	14.0
ENST00000475634.5	25.0	33.0	28.0	30.0	25.0	25.0
ENST00000545680.5	25.0	25.0	20.0	28.0	30.0	25.0
ENST00000448750.7	25.0	26.0	17.0	26.0	26.0	18.0
ENST00000632592.1	25.0	28.0	28.0	28.0	27.0	27.0
ENST00000535788.1	25.0	33.0	24.0	34.0	27.0	24.0
ENST00000421782.3	25.0	25.0	22.0	41.0	39.0	48.0
ENST00000357971.7	25.0	27.0	23.0	19.0	21.0	15.0
ENST00000270792.10	25.0	23.0	17.0	20.0	26.0	18.0
ENST00000295830.13	25.0	23.0	18.0	26.0	27.0	25.0
ENST00000217893.10	25.0	25.0	21.0	29.0	34.0	31.0
ENST00000554880.5	25.0	29.0	20.0	29.0	29.0	26.0
ENST00000652021.1	25.0	25.0	25.0	22.0	21.0	20.0
ENST00000678047.1	25.0	27.0	21.0	23.0	21.0	21.0
ENST00000461584.5	25.0	33.0	29.0	31.0	25.0	24.0
ENST00000470852.5	25.0	34.0	28.0	32.0	25.0	24.0
ENST00000595090.6	25.0	18.0	20.0	21.0	28.0	10.0
ENST00000550443.5	25.0	26.0	26.0	20.0	24.0	22.0
ENST00000367679.7	24.0	19.0	13.0	18.0	22.0	12.0
ENST00000682242.1	24.0	28.0	33.0	26.0	24.0	28.0
ENST00000452961.5	24.0	25.0	17.0	23.0	22.0	17.0
ENST00000495461.6	24.0	24.0	20.0	21.0	22.0	20.0
ENST00000412908.6	24.0	22.0	14.0	24.0	24.0	19.0
ENST00000625631.1	24.0	2.0	0.0	2.0	2.0	0.0
ENST00000613100.1	24.0	22.0	20.0	19.0	24.0	22.0
ENST00000676625.1	24.0	22.0	15.0	23.0	25.0	17.0
ENST00000393375.5	24.0	20.0	12.0	14.0	15.0	12.0
ENST00000265192.9	24.0	18.0	10.0	18.0	19.0	13.0
ENST00000519765.1	24.0	20.0	11.0	17.0	20.0	11.0
ENST00000567270.5	24.0	26.0	20.0	25.0	24.0	15.0
ENST00000523339.1	24.0	19.0	14.0	22.0	39.0	15.0
ENST00000543587.5	24.0	24.0	19.0	27.0	29.0	24.0
ENST00000447146.7	24.0	17.0	13.0	22.0	27.0	7.0
ENST00000256441.5	24.0	22.0	20.0	19.0	24.0	22.0
ENST00000261623.8	24.0	10.0	11.0	11.0	13.0	5.0
ENST00000369541.4	24.0	21.0	16.0	23.0	26.0	20.0
ENST00000315580.10	24.0	20.0	19.0	18.0	28.0	2.0
ENST00000460985.1	24.0	35.0	24.0	31.0	24.0	26.0
ENST00000487500.2	24.0	37.0	30.0	30.0	21.0	29.0
ENST00000529197.1	24.0	20.0	12.0	14.0	15.0	12.0
ENST00000614462.4	24.0	22.0	9.0	18.0	17.0	13.0
ENST00000514505.7	24.0	28.0	24.0	28.0	21.0	26.0
ENST00000584026.6	24.0	21.0	8.0	18.0	21.0	8.0
ENST00000519321.5	24.0	36.0	26.0	45.0	33.0	31.0
ENST00000677147.1	24.0	22.0	28.0	23.0	23.0	29.0
ENST00000348222.3	24.0	25.0	26.0	31.0	29.0	33.0
ENST00000680065.1	24.0	16.0	17.0	17.0	23.0	7.0
ENST00000358867.11	24.0	20.0	10.0	10.0	12.0	6.0
ENST00000360570.8	24.0	22.0	14.0	18.0	20.0	13.0
ENST00000415136.6	24.0	21.0	18.0	21.0	22.0	16.0
ENST00000301935.10	24.0	19.0	23.0	18.0	25.0	18.0
ENST00000534488.5	24.0	21.0	16.0	25.0	25.0	14.0
ENST00000267973.7	24.0	19.0	13.0	23.0	26.0	18.0
ENST00000600147.5	24.0	24.0	23.0	22.0	24.0	21.0
ENST00000407006.8	24.0	22.0	20.0	21.0	24.0	18.0
ENST00000490191.5	24.0	34.0	28.0	32.0	26.0	24.0
ENST00000484769.1	24.0	20.0	14.0	20.0	25.0	15.0
ENST00000286428.7	24.0	21.0	12.0	21.0	22.0	15.0
ENST00000519882.5	24.0	21.0	21.0	19.0	21.0	15.0
ENST00000506736.2	24.0	24.0	20.0	28.0	32.0	29.0
ENST00000338370.7	24.0	14.0	11.0	16.0	26.0	5.0
ENST00000677339.1	24.0	21.0	10.0	17.0	17.0	12.0
ENST00000555694.5	24.0	25.0	23.0	19.0	20.0	14.0
ENST00000673007.1	24.0	22.0	9.0	23.0	23.0	13.0
ENST00000408901.8	24.0	22.0	20.0	22.0	26.0	18.0
ENST00000356033.8	24.0	20.0	10.0	18.0	23.0	9.0
ENST00000305784.7	24.0	22.0	21.0	23.0	28.0	12.0
ENST00000242776.9	24.0	19.0	9.0	21.0	24.0	9.0
ENST00000678449.1	24.0	21.0	10.0	17.0	18.0	12.0
ENST00000542421.1	24.0	12.0	7.0	23.0	17.0	13.0
ENST00000411926.1	24.0	26.0	17.0	25.0	25.0	23.0
ENST00000376263.8	24.0	19.0	13.0	22.0	21.0	13.0
ENST00000252445.8	24.0	18.0	13.0	17.0	25.0	7.0
ENST00000526776.5	24.0	31.0	17.0	17.0	16.0	13.0
ENST00000497707.5	24.0	20.0	19.0	15.0	12.0	16.0
ENST00000418458.6	24.0	19.0	11.0	24.0	26.0	12.0
ENST00000360840.9	24.0	21.0	20.0	23.0	24.0	13.0
ENST00000168216.11	24.0	21.0	13.0	19.0	26.0	11.0
ENST00000271002.15	24.0	23.0	19.0	23.0	21.0	17.0
ENST00000366615.10	24.0	20.0	16.0	17.0	20.0	9.0
ENST00000578181.1	24.0	27.0	30.0	27.0	28.0	30.0
ENST00000295685.14	24.0	21.0	16.0	20.0	22.0	14.0
ENST00000558311.5	24.0	19.0	12.0	23.0	26.0	18.0
ENST00000454841.5	24.0	21.0	21.0	28.0	29.0	21.0
ENST00000514455.5	24.0	32.0	27.0	30.0	26.0	23.0
ENST00000710035.1	24.0	17.0	13.0	22.0	27.0	7.0
ENST00000557906.6	24.0	21.0	17.0	20.0	23.0	18.0
ENST00000392640.6	23.0	22.0	23.0	27.0	32.0	32.0
ENST00000396599.2	23.0	22.0	21.0	22.0	21.0	25.0
ENST00000570149.1	23.0	34.0	29.0	31.0	25.0	25.0
ENST00000373237.4	23.0	23.0	15.0	23.0	25.0	19.0
ENST00000409292.5	23.0	22.0	18.0	23.0	24.0	21.0
ENST00000520627.1	23.0	37.0	31.0	44.0	23.0	29.0
ENST00000376281.8	23.0	18.0	12.0	20.0	19.0	13.0
ENST00000477750.6	23.0	19.0	16.0	19.0	24.0	13.0
ENST00000457942.1	23.0	21.0	19.0	29.0	35.0	29.0
ENST00000549848.5	23.0	19.0	30.0	21.0	22.0	25.0
ENST00000557201.5	23.0	24.0	18.0	20.0	19.0	18.0
ENST00000380276.6	23.0	15.0	12.0	14.0	17.0	5.0
ENST00000617893.4	23.0	23.0	19.0	27.0	31.0	28.0
ENST00000677467.1	23.0	22.0	16.0	22.0	24.0	16.0
ENST00000703256.1	23.0	21.0	19.0	21.0	24.0	17.0
ENST00000492695.1	23.0	19.0	12.0	7.0	8.0	5.0
ENST00000275603.9	23.0	17.0	10.0	16.0	23.0	9.0
ENST00000412304.6	23.0	26.0	16.0	25.0	22.0	16.0
ENST00000596247.5	23.0	17.0	19.0	20.0	26.0	9.0
ENST00000357332.8	23.0	15.0	9.0	16.0	26.0	4.0
ENST00000540641.1	23.0	10.0	25.0	24.0	4.0	27.0
ENST00000565758.1	23.0	16.0	12.0	17.0	28.0	10.0
ENST00000428040.6	23.0	18.0	18.0	22.0	26.0	17.0
ENST00000368211.8	23.0	23.0	25.0	22.0	26.0	22.0
ENST00000304494.10	23.0	13.0	14.0	16.0	17.0	6.0
ENST00000405021.7	23.0	34.0	26.0	35.0	24.0	26.0
ENST00000264995.8	23.0	19.0	14.0	20.0	24.0	12.0
ENST00000439238.3	23.0	20.0	19.0	19.0	23.0	17.0
ENST00000550767.6	23.0	22.0	13.0	21.0	19.0	14.0
ENST00000674965.1	23.0	17.0	22.0	14.0	20.0	16.0
ENST00000394799.6	23.0	18.0	11.0	23.0	24.0	11.0
ENST00000535112.1	23.0	12.0	11.0	11.0	16.0	12.0
