"s37rep1_sum"	"s37rep2_sum"	"s37rep3_sum"	"s32rep1_sum"	"s32rep2_sum"	"s32rep3_sum"
"ENSG00000121316"	1	0	2	3	2	1
"ENSG00000121318"	3	0	1	0	0	1
"ENSG00000121350"	217	178	183	204	334	186
"ENSG00000121351"	0	2	0	7	10	0
"ENSG00000121361"	338	301	200	182	243	149
"ENSG00000121380"	3	2	1	2	0	1
"ENSG00000121390"	544	385	245	327	395	233
"ENSG00000121406"	79	55	52	53	60	33
"ENSG00000121410"	356	423	413	218	362	236
"ENSG00000121413"	44	35	27	13	30	27
"ENSG00000121417"	129	74	83	134	138	49
"ENSG00000121440"	15	14	9	7	16	12
"ENSG00000121446"	9	4	4	9	7	13
"ENSG00000121454"	25	11	17	14	6	9
"ENSG00000121481"	358	323	282	202	247	202
"ENSG00000121486"	123	79	79	30	31	14
"ENSG00000121542"	1121	1222	814	783	833	696
"ENSG00000121552"	38	13	85	32	20	60
"ENSG00000121570"	4	3	4	8	6	2
"ENSG00000121577"	4	3	17	2	1	17
"ENSG00000121578"	885	745	598	564	530	615
"ENSG00000121579"	1761	1429	707	1136	1322	600
"ENSG00000121594"	0	2	0	0	0	0
"ENSG00000121621"	246	234	100	112	107	96
"ENSG00000121644"	433	330	231	202	187	159
"ENSG00000121653"	30	24	38	26	38	0
"ENSG00000121671"	177	102	101	102	100	33
"ENSG00000121680"	114	96	41	243	77	23
"ENSG00000121690"	168	207	97	80	97	41
"ENSG00000121691"	359	313	198	268	271	164
"ENSG00000121716"	284	286	157	205	164	101
"ENSG00000121741"	474	761	483	248	413	397
"ENSG00000121742"	0	0	0	14	6	6
"ENSG00000121743"	7	18	27	9	8	9
"ENSG00000121749"	1030	872	631	1101	958	889
"ENSG00000121753"	28	12	10	27	0	12
"ENSG00000121764"	0	0	0	1	0	0
"ENSG00000121766"	3895	4215	2342	2538	2971	1884
"ENSG00000121769"	40	41	3	35	16	24
"ENSG00000121774"	1230	1534	874	940	1408	896
"ENSG00000121775"	590	653	537	453	385	316
"ENSG00000121797"	0	0	3	0	0	0
"ENSG00000121851"	211	251	299	186	214	213
"ENSG00000121858"	0	2	6	0	1	0
"ENSG00000121864"	326	364	318	354	544	401
"ENSG00000121871"	22	19	30	13	6	14
"ENSG00000121879"	224	129	93	109	187	96
"ENSG00000121892"	586	585	403	329	394	253
"ENSG00000121895"	0	1	6	4	10	8
"ENSG00000121897"	402	499	515	308	262	432
"ENSG00000121900"	81	46	56	82	66	21
"ENSG00000121903"	68	72	62	30	62	13
"ENSG00000121904"	2	3	0	1	1	0
"ENSG00000121905"	2	0	2	2	1	1
"ENSG00000121931"	504	510	431	199	245	228
"ENSG00000121940"	3166	2493	2121	1830	1701	1322
"ENSG00000121957"	533	416	254	270	254	199
"ENSG00000121964"	211	159	149	134	168	111
"ENSG00000121966"	619	592	402	194	226	203
"ENSG00000121988"	291	289	323	187	212	220
"ENSG00000121989"	76	122	73	46	50	103
"ENSG00000122008"	658	480	408	338	338	277
"ENSG00000122012"	1	0	0	1	0	0
"ENSG00000122025"	6	2	16	6	10	6
"ENSG00000122026"	521449	580690	464032	451275	488318	575798
"ENSG00000122033"	1445	1586	1375	925	867	805
"ENSG00000122034"	1544	1289	1105	1452	1351	656
"ENSG00000122035"	92	99	79	51	74	62
"ENSG00000122042"	137	130	76	78	92	47
"ENSG00000122068"	491	378	222	302	333	162
"ENSG00000122085"	2122	2344	1649	2049	2123	2083
"ENSG00000122121"	0	0	0	1	0	0
"ENSG00000122122"	0	0	0	0	1	0
"ENSG00000122126"	593	581	334	321	363	281
"ENSG00000122133"	7	2	6	2	6	0
"ENSG00000122140"	10365	9668	6780	12918	9563	3993
"ENSG00000122176"	0	3	0	0	0	1
"ENSG00000122188"	0	0	1	3	0	1
"ENSG00000122194"	7	4	6	1	4	1
"ENSG00000122203"	2528	2833	1880	1851	2327	1791
"ENSG00000122218"	2518	2292	2063	1593	1852	1235
"ENSG00000122224"	0	2	0	0	1	0
"ENSG00000122257"	1067	1179	521	929	782	632
"ENSG00000122299"	616	771	493	676	900	640
"ENSG00000122335"	396	376	237	200	207	136
"ENSG00000122359"	1151	1057	675	887	924	798
"ENSG00000122367"	8	16	13	26	31	6
"ENSG00000122376"	378	292	142	308	455	196
"ENSG00000122378"	361	372	344	394	251	294
"ENSG00000122386"	53	65	45	41	71	27
"ENSG00000122390"	303	259	247	298	243	141
"ENSG00000122406"	77045	88170	70641	60963	70281	70344
"ENSG00000122417"	1826	1148	1217	950	1210	938
"ENSG00000122420"	17	0	10	1	0	0
"ENSG00000122432"	21	14	32	18	36	27
"ENSG00000122435"	396	397	223	197	229	172
"ENSG00000122477"	25	29	14	14	28	47
"ENSG00000122481"	641	663	833	991	936	1094
"ENSG00000122482"	646	622	593	497	745	544
"ENSG00000122483"	441	415	228	291	316	213
"ENSG00000122484"	1416	944	889	653	670	577
"ENSG00000122490"	180	281	105	221	240	169
"ENSG00000122507"	252	225	362	180	228	185
"ENSG00000122512"	1613	1680	1883	1005	1058	1223
"ENSG00000122515"	1515	1464	1071	1337	660	849
"ENSG00000122543"	0	0	1	2	0	2
"ENSG00000122545"	4938	4442	2374	3396	4023	2951
"ENSG00000122547"	28	26	15	14	20	5
"ENSG00000122550"	362	354	224	374	294	152
"ENSG00000122557"	123	160	167	130	157	136
"ENSG00000122565"	8837	8580	4419	7427	8578	5801
"ENSG00000122566"	77982	80921	35761	53316	57641	44985
"ENSG00000122574"	17	12	19	14	7	6
"ENSG00000122584"	0	0	6	2	0	0
"ENSG00000122585"	6	1	7	26	7	4
"ENSG00000122591"	642	728	468	386	621	375
"ENSG00000122592"	130	96	77	89	74	61
"ENSG00000122642"	399	232	278	186	272	251
"ENSG00000122643"	1128	1268	927	1167	1242	966
"ENSG00000122644"	622	564	311	518	509	271
"ENSG00000122674"	1288	1236	864	1081	1235	681
"ENSG00000122678"	312	241	213	231	171	152
"ENSG00000122687"	2843	3181	2074	2612	2663	1895
"ENSG00000122691"	27	46	34	23	41	42
"ENSG00000122692"	661	629	342	528	534	401
"ENSG00000122694"	234	239	220	200	231	101
"ENSG00000122696"	252	221	165	146	154	102
"ENSG00000122705"	4505	2986	2423	3225	2827	1273
"ENSG00000122707"	83	57	83	77	80	39
"ENSG00000122711"	8	2	0	3	1	2
"ENSG00000122728"	0	1	0	0	0	0
"ENSG00000122729"	264	180	64	193	185	54
"ENSG00000122735"	2	1	0	6	0	6
"ENSG00000122741"	141	126	118	69	54	97
"ENSG00000122756"	6	18	12	0	0	0
"ENSG00000122778"	81	75	65	63	64	66
"ENSG00000122779"	255	292	263	173	193	169
"ENSG00000122783"	1186	1169	791	872	1136	611
"ENSG00000122786"	588	528	313	366	364	314
"ENSG00000122787"	9	16	8	11	6	7
"ENSG00000122824"	138	158	91	69	133	65
"ENSG00000122861"	1	1	16	4	19	9
"ENSG00000122862"	2	1	5	3	0	5
"ENSG00000122863"	60	26	48	27	33	14
"ENSG00000122870"	41	22	13	14	23	16
"ENSG00000122872"	1	0	1	1	0	0
"ENSG00000122873"	3369	4155	2071	2798	3085	2301
"ENSG00000122877"	0	0	0	17	7	0
"ENSG00000122882"	761	785	477	549	739	359
"ENSG00000122884"	1012	870	791	442	481	281
"ENSG00000122912"	136	126	106	117	98	132
"ENSG00000122952"	6278	6831	4269	4673	5196	4359
"ENSG00000122958"	2419	2123	1405	1708	1843	1266
"ENSG00000122965"	291	274	87	292	299	138
"ENSG00000122966"	404	258	464	235	290	300
"ENSG00000122970"	213	260	197	104	209	216
"ENSG00000122971"	26	15	16	29	28	14
"ENSG00000122986"	8	15	17	23	6	12
"ENSG00000123009"	0	0	1	0	0	0
"ENSG00000123064"	435	399	213	453	326	165
"ENSG00000123066"	441	456	467	363	269	213
"ENSG00000123080"	1243	1632	798	1096	1251	1163
"ENSG00000123091"	239	181	149	180	202	160
"ENSG00000123094"	177	200	197	66	117	165
"ENSG00000123095"	21	6	4	3	1	5
"ENSG00000123096"	0	0	4	0	0	0
"ENSG00000123104"	54	29	39	10	22	24
"ENSG00000123106"	232	173	263	139	153	166
"ENSG00000123119"	154	171	158	106	227	125
"ENSG00000123124"	92	101	56	81	123	35
"ENSG00000123130"	975	1255	879	828	1026	964
"ENSG00000123131"	11357	10959	7327	10170	10249	6298
"ENSG00000123136"	3701	3546	1385	3142	3106	1478
"ENSG00000123143"	248	221	247	181	194	127
"ENSG00000123144"	3410	2798	2427	2060	2146	1015
"ENSG00000123146"	284	230	214	191	228	123
"ENSG00000123154"	248	254	271	278	264	76
"ENSG00000123159"	558	422	253	433	350	184
"ENSG00000123178"	497	452	353	495	444	307
"ENSG00000123179"	552	1024	628	466	969	611
"ENSG00000123191"	329	221	171	121	138	102
"ENSG00000123200"	360	263	143	351	242	269
"ENSG00000123201"	386	506	526	377	418	596
"ENSG00000123213"	314	217	130	182	179	67
"ENSG00000123219"	1044	1195	859	639	818	844
"ENSG00000123240"	143	126	135	130	106	90
"ENSG00000123243"	43	29	39	29	17	16
"ENSG00000123268"	275	270	160	172	203	117
"ENSG00000123297"	5920	6263	3009	4455	5194	3485
"ENSG00000123329"	1	0	2	0	0	0
"ENSG00000123338"	3	8	2	2	1	3
"ENSG00000123342"	18	15	26	30	31	26
"ENSG00000123349"	25892	31093	21599	22730	24671	24418
"ENSG00000123352"	780	736	758	355	471	438
"ENSG00000123353"	1504	1585	1005	1406	1622	1177
"ENSG00000123358"	92	89	128	121	64	52
"ENSG00000123360"	15	25	28	30	17	9
"ENSG00000123364"	32	17	32	22	16	37
"ENSG00000123374"	565	652	412	488	587	344
"ENSG00000123384"	34	16	38	28	19	19
"ENSG00000123388"	51	32	31	20	42	41
"ENSG00000123395"	260	235	234	227	180	108
"ENSG00000123405"	3	0	0	4	0	0
"ENSG00000123407"	4	4	3	2	0	4
"ENSG00000123411"	60	45	29	31	21	26
"ENSG00000123415"	1200	1529	1892	1055	1189	1619
"ENSG00000123416"	104705	103914	44094	82886	86377	58449
"ENSG00000123427"	101	88	111	72	106	120
"ENSG00000123444"	405	469	295	516	495	329
"ENSG00000123453"	13	0	10	6	1	0
"ENSG00000123454"	0	0	1	0	0	0
"ENSG00000123472"	524	781	437	394	422	420
"ENSG00000123473"	546	442	409	279	489	279
"ENSG00000123485"	933	903	773	780	659	519
"ENSG00000123500"	1	0	3	0	1	0
"ENSG00000123505"	10392	9566	3706	4657	5807	2955
"ENSG00000123545"	4423	4636	2604	4515	4539	3320
"ENSG00000123552"	502	394	443	303	432	291
"ENSG00000123560"	0	0	6	0	0	0
"ENSG00000123562"	6094	7099	4705	4752	5952	5161
"ENSG00000123570"	13	2	7	9	6	6
"ENSG00000123575"	166	148	89	76	135	99
"ENSG00000123576"	3	3	0	5	3	4
"ENSG00000123584"	0	0	2	0	0	2
"ENSG00000123595"	1386	1331	1316	1006	1088	1217
"ENSG00000123600"	545	436	381	270	348	212
"ENSG00000123607"	1017	782	603	517	435	389
"ENSG00000123609"	2	6	25	11	8	14
"ENSG00000123610"	4	0	0	0	0	0
"ENSG00000123612"	18	14	6	1	10	1
"ENSG00000123636"	197	114	186	82	111	112
"ENSG00000123643"	105	52	58	98	130	53
"ENSG00000123684"	141	161	143	98	98	82
"ENSG00000123685"	109	76	82	109	89	50
"ENSG00000123689"	1	0	22	3	0	1
"ENSG00000123700"	5	0	1	2	2	0
"ENSG00000123728"	196	201	156	145	169	173
"ENSG00000123737"	1895	2029	1441	2220	2448	1615
"ENSG00000123739"	640	412	351	332	316	130
"ENSG00000123810"	103	139	126	112	115	93
"ENSG00000123815"	551	456	504	275	303	190
"ENSG00000123836"	28	27	21	22	10	12
"ENSG00000123843"	237	152	153	138	101	62
"ENSG00000123870"	2	0	0	0	0	0
"ENSG00000123892"	25	13	6	12	5	12
"ENSG00000123901"	3	4	1	3	1	0
"ENSG00000123908"	163	212	99	128	128	89
"ENSG00000123933"	204	222	128	159	241	124
"ENSG00000123965"	1	3	2	1	0	1
"ENSG00000123975"	18372	22323	10862	9958	12199	11662
"ENSG00000123977"	9	0	0	3	0	0
"ENSG00000123983"	1627	1260	647	630	1081	448
"ENSG00000123989"	316	171	183	342	153	171
"ENSG00000123992"	1043	960	490	847	928	446
"ENSG00000123999"	1	1	1	1	1	0
"ENSG00000124006"	279	225	202	190	130	80
"ENSG00000124019"	0	0	1	0	0	1
"ENSG00000124067"	135	108	134	100	88	43
"ENSG00000124074"	103	39	85	78	79	88
"ENSG00000124091"	2	2	3	2	1	0
"ENSG00000124092"	42	28	32	27	38	14
"ENSG00000124097"	71	65	32	36	44	36
"ENSG00000124098"	80	107	82	69	62	59
"ENSG00000124102"	0	0	1	0	2	2
"ENSG00000124103"	2	0	1	0	0	5
"ENSG00000124104"	120	120	152	124	105	76
"ENSG00000124107"	25	14	52	5	14	38
"ENSG00000124116"	16	9	21	1	7	9
"ENSG00000124120"	196	177	148	85	61	78
"ENSG00000124126"	9	17	14	11	2	14
"ENSG00000124134"	1	0	0	3	0	0
"ENSG00000124140"	59	50	38	87	41	43
"ENSG00000124143"	0	1	0	2	0	1
"ENSG00000124145"	73	56	38	62	42	44
"ENSG00000124151"	272	267	304	207	210	191
"ENSG00000124155"	3226	3223	2350	2597	2738	2009
"ENSG00000124159"	20	10	20	35	10	5
"ENSG00000124160"	372	285	324	152	139	125
"ENSG00000124164"	811	914	717	692	752	555
"ENSG00000124171"	70	60	56	31	57	27
"ENSG00000124172"	40217	51356	34222	34444	41060	44338
"ENSG00000124177"	126	90	79	97	83	62
"ENSG00000124181"	361	458	180	256	357	245
"ENSG00000124191"	39	15	17	20	19	10
"ENSG00000124193"	2226	2057	1318	2879	3214	2228
"ENSG00000124194"	4	0	43	1	0	22
"ENSG00000124198"	480	427	407	231	333	221
"ENSG00000124201"	202	111	132	93	86	36
"ENSG00000124207"	4229	3590	1934	2247	2627	1558
"ENSG00000124208"	1364	1380	932	991	1199	988
"ENSG00000124209"	66	70	32	34	64	42
"ENSG00000124212"	16	10	8	4	7	6
"ENSG00000124214"	2720	2601	2066	2010	1850	1448
"ENSG00000124215"	2	1	0	1	0	0
"ENSG00000124216"	30	11	10	18	5	4
"ENSG00000124217"	131	125	99	123	148	57
"ENSG00000124222"	610	581	575	561	457	408
"ENSG00000124224"	25	30	29	59	58	86
"ENSG00000124225"	55	62	66	35	32	8
"ENSG00000124226"	1143	1142	933	926	1100	1100
"ENSG00000124228"	1296	1308	732	870	1101	780
"ENSG00000124232"	0	0	0	0	3	0
"ENSG00000124243"	502	435	351	396	339	285
"ENSG00000124249"	32	42	10	20	15	13
"ENSG00000124251"	0	0	1	3	0	1
"ENSG00000124253"	4	4	2	0	0	3
"ENSG00000124256"	10	2	5	8	10	6
"ENSG00000124257"	15	8	8	11	10	4
"ENSG00000124260"	0	14	4	9	0	4
"ENSG00000124275"	1191	1092	856	950	895	650
"ENSG00000124279"	314	287	185	332	256	284
"ENSG00000124299"	2571	1784	815	3092	1441	429
"ENSG00000124302"	23	0	8	5	9	12
"ENSG00000124313"	66	61	148	98	111	176
"ENSG00000124333"	572	462	280	459	409	303
"ENSG00000124334"	7	0	0	13	10	0
"ENSG00000124343"	20	6	10	6	6	12
"ENSG00000124356"	4135	3646	3535	2543	2554	2299
"ENSG00000124357"	886	825	906	404	306	310
"ENSG00000124370"	287	271	354	224	248	285
"ENSG00000124374"	128	107	101	118	92	49
"ENSG00000124380"	2004	2623	1750	1625	2003	1710
"ENSG00000124383"	1712	1656	683	1189	1391	711
"ENSG00000124399"	0	0	1	0	0	0
"ENSG00000124406"	117	103	62	25	53	128
"ENSG00000124422"	906	974	867	825	1006	613
"ENSG00000124429"	2	0	0	0	0	2
"ENSG00000124440"	0	1	0	1	0	1
"ENSG00000124444"	1353	1266	977	1172	1152	925
"ENSG00000124459"	68	105	95	86	83	62
"ENSG00000124466"	18	6	5	14	5	7
"ENSG00000124467"	0	0	0	0	0	4
"ENSG00000124469"	0	5	1	3	0	0
"ENSG00000124486"	3337	3551	2301	2158	2622	1986
"ENSG00000124493"	0	3	6	2	24	7
"ENSG00000124496"	93	49	206	18	35	58
"ENSG00000124507"	1	1	11	12	1	0
"ENSG00000124508"	206	256	255	115	298	265
"ENSG00000124523"	691	478	496	542	518	345
"ENSG00000124532"	824	784	429	602	694	413
"ENSG00000124535"	619	764	413	334	458	313
"ENSG00000124541"	236	258	99	194	241	130
"ENSG00000124549"	23	14	17	22	14	11
"ENSG00000124562"	11208	12953	8356	10710	11760	10544
"ENSG00000124570"	1564	1741	1725	1196	1249	978
"ENSG00000124571"	840	648	455	576	508	271
"ENSG00000124574"	225	127	127	102	121	71
"ENSG00000124575"	239	314	97	159	172	148
"ENSG00000124587"	40	33	41	39	22	14
"ENSG00000124588"	802	818	727	787	735	593
"ENSG00000124593"	26313	29885	13921	26138	29860	22252
"ENSG00000124596"	538	792	813	465	529	503
"ENSG00000124602"	1	4	9	2	2	4
"ENSG00000124608"	155	142	95	95	65	51
"ENSG00000124610"	9	3	10	4	2	8
"ENSG00000124613"	120	107	152	129	122	108
"ENSG00000124614"	476656	584600	466561	389183	461785	475328
"ENSG00000124615"	225	208	281	146	169	100
"ENSG00000124635"	135	121	71	76	112	56
"ENSG00000124641"	268	272	251	119	198	135
"ENSG00000124657"	17	9	3	8	10	7
"ENSG00000124659"	157	118	105	83	91	73
"ENSG00000124664"	0	0	0	6	0	0
"ENSG00000124678"	0	5	12	0	0	3
"ENSG00000124688"	670	777	525	501	555	513
"ENSG00000124701"	1	0	1	3	6	0
"ENSG00000124702"	1855	1994	1319	1473	1526	1118
"ENSG00000124713"	12	9	6	23	8	6
"ENSG00000124721"	0	0	0	3	3	0
"ENSG00000124733"	16025	18534	14717	12217	13355	12759
"ENSG00000124743"	3	1	0	14	2	10
"ENSG00000124749"	0	10	1	0	1	0
"ENSG00000124762"	1887	1522	745	1007	796	407
"ENSG00000124766"	252	326	272	94	144	187
"ENSG00000124767"	5968	6082	2723	4121	5330	3396
"ENSG00000124772"	1	2	7	26	29	20
"ENSG00000124782"	155	158	130	124	152	115
"ENSG00000124783"	2521	2522	1423	1536	1709	1124
"ENSG00000124784"	910	906	655	643	634	409
"ENSG00000124785"	211	269	347	134	142	146
"ENSG00000124786"	342	289	406	246	211	254
"ENSG00000124787"	559	534	329	637	486	323
"ENSG00000124788"	38	54	100	42	43	81
"ENSG00000124789"	743	773	594	509	610	454
"ENSG00000124795"	4414	3974	2661	2572	3260	2169
"ENSG00000124802"	3965	4065	2713	3802	4056	3370
"ENSG00000124813"	69	81	38	25	60	45
"ENSG00000124818"	0	3	0	0	0	0
"ENSG00000124827"	0	1	1	0	0	2
"ENSG00000124831"	406	320	269	264	228	166
"ENSG00000124875"	2	0	0	2	0	0
"ENSG00000124882"	0	1	1	1	0	0
"ENSG00000124920"	73	25	42	34	43	46
"ENSG00000124935"	2	2	0	5	7	3
"ENSG00000124939"	0	0	3	1	0	1
"ENSG00000124942"	795	623	646	430	356	237
"ENSG00000125037"	3847	4311	3961	3507	3538	3272
"ENSG00000125046"	161	153	215	148	117	186
"ENSG00000125089"	0	0	11	0	0	0
"ENSG00000125107"	1503	1506	1083	1512	1656	1773
"ENSG00000125122"	10	1	11	1	0	4
"ENSG00000125124"	735	648	842	333	486	479
"ENSG00000125144"	130	198	77	160	198	85
"ENSG00000125148"	4792	5847	3007	4378	4977	4165
"ENSG00000125149"	217	164	106	125	135	75
"ENSG00000125166"	1071	978	527	876	904	484
"ENSG00000125170"	47	40	52	45	35	25
"ENSG00000125245"	10	8	0	1	0	0
"ENSG00000125246"	198	178	254	157	92	154
"ENSG00000125247"	265	238	180	199	170	110
"ENSG00000125249"	91	134	96	43	89	60
"ENSG00000125255"	0	1	0	0	0	0
"ENSG00000125257"	310	394	296	289	298	215
"ENSG00000125266"	118	165	113	102	130	101
"ENSG00000125285"	7	3	8	6	3	2
"ENSG00000125304"	1944	1835	1015	1363	1406	857
"ENSG00000125319"	246	268	306	101	142	154
"ENSG00000125337"	18	15	37	12	2	7
"ENSG00000125347"	116	90	51	57	60	56
"ENSG00000125351"	1106	841	567	758	683	339
"ENSG00000125352"	421	404	406	396	302	295
"ENSG00000125354"	353	264	304	198	256	260
"ENSG00000125355"	56	38	36	16	28	19
"ENSG00000125356"	10327	12834	8019	8394	10173	11097
"ENSG00000125375"	1377	1481	1769	1961	2115	2452
"ENSG00000125378"	111	174	111	113	94	170
"ENSG00000125384"	9	1	1	3	2	0
"ENSG00000125386"	259	206	211	175	73	129
"ENSG00000125388"	62	61	33	17	15	24
"ENSG00000125398"	52	37	65	16	27	66
"ENSG00000125409"	1	13	0	2	0	0
"ENSG00000125430"	55	42	43	11	16	28
"ENSG00000125434"	57	50	74	102	70	62
"ENSG00000125445"	4603	4601	2209	4363	4367	2769
"ENSG00000125447"	677	648	525	328	523	273
"ENSG00000125449"	92	96	59	85	46	30
"ENSG00000125450"	1253	1428	724	1053	1140	664
"ENSG00000125454"	1859	2108	964	1389	1644	765
"ENSG00000125457"	476	587	905	428	647	775
"ENSG00000125458"	502	458	401	661	651	395
"ENSG00000125459"	1355	1270	854	1325	1021	882
"ENSG00000125482"	206	233	73	229	238	155
"ENSG00000125484"	268	253	137	195	267	166
"ENSG00000125485"	250	200	124	181	184	105
"ENSG00000125492"	0	0	0	1	0	0
"ENSG00000125503"	84	75	71	66	50	38
"ENSG00000125505"	148	198	92	166	163	79
"ENSG00000125510"	4	4	16	0	0	0
"ENSG00000125520"	194	244	185	156	189	151
"ENSG00000125531"	2	1	0	0	0	2
"ENSG00000125534"	569	372	476	471	367	230
"ENSG00000125551"	5	14	12	8	6	0
"ENSG00000125571"	0	0	0	1	0	0
"ENSG00000125611"	3043	3187	2540	2931	3237	2676
"ENSG00000125618"	12	0	0	0	0	12
"ENSG00000125629"	261	282	225	225	192	205
"ENSG00000125630"	1120	1092	605	508	590	300
"ENSG00000125633"	279	223	210	185	140	90
"ENSG00000125637"	13	13	17	28	11	36
"ENSG00000125648"	367	394	291	264	225	284
"ENSG00000125650"	31	22	34	14	7	2
"ENSG00000125651"	461	380	318	324	336	211
"ENSG00000125652"	591	591	501	439	383	96
"ENSG00000125656"	2059	2129	1670	1763	1722	1063
"ENSG00000125657"	39	27	9	21	13	3
"ENSG00000125675"	0	0	0	0	3	0
"ENSG00000125676"	967	942	407	425	547	403
"ENSG00000125686"	368	327	360	282	351	216
"ENSG00000125691"	375162	459788	387213	304301	351198	407232
"ENSG00000125695"	7	5	4	6	2	5
"ENSG00000125703"	861	808	555	466	572	453
"ENSG00000125726"	110	74	114	84	65	92
"ENSG00000125730"	7	0	4	4	9	16
"ENSG00000125731"	57	54	19	27	33	11
"ENSG00000125733"	861	668	508	563	582	146
"ENSG00000125734"	378	324	346	368	327	181
"ENSG00000125735"	87	62	74	52	84	40
"ENSG00000125740"	42	42	5	12	48	0
"ENSG00000125741"	154	107	56	92	89	65
"ENSG00000125743"	84346	101710	69464	69742	83125	87257
"ENSG00000125744"	206	174	205	141	134	108
"ENSG00000125746"	652	662	1128	641	558	824
"ENSG00000125753"	260	309	270	135	223	166
"ENSG00000125755"	383	391	349	252	302	203
"ENSG00000125772"	74	79	91	96	71	72
"ENSG00000125775"	40	66	61	51	37	25
"ENSG00000125779"	564	603	623	450	309	413
"ENSG00000125787"	1	0	0	2	2	0
"ENSG00000125788"	0	0	2	0	0	0
"ENSG00000125798"	2	0	0	0	0	1
"ENSG00000125812"	134	136	111	73	70	53
"ENSG00000125814"	139	71	62	94	122	85
"ENSG00000125816"	6	17	16	6	21	6
"ENSG00000125817"	97	66	60	77	48	13
"ENSG00000125818"	2092	2122	1842	1940	1898	1579
"ENSG00000125820"	7	8	5	2	0	2
"ENSG00000125821"	1145	1096	1001	1107	1288	914
"ENSG00000125823"	92	128	164	139	152	218
"ENSG00000125826"	247	235	347	196	153	162
"ENSG00000125827"	161	139	137	138	127	127
"ENSG00000125834"	72	46	38	63	63	40
"ENSG00000125835"	13804	9260	5958	17189	9062	2836
"ENSG00000125841"	703	529	427	484	484	320
"ENSG00000125843"	253	292	264	241	209	206
"ENSG00000125844"	234	184	148	246	185	89
"ENSG00000125845"	7	1	4	6	7	0
"ENSG00000125846"	488	347	628	286	279	232
"ENSG00000125848"	18	10	19	8	2	11
"ENSG00000125850"	0	4	0	0	2	0
"ENSG00000125851"	17	20	17	14	9	12
"ENSG00000125863"	2763	2513	1806	2448	2553	1631
"ENSG00000125864"	10	8	25	18	14	20
"ENSG00000125868"	6582	6322	4032	5486	5551	3751
"ENSG00000125870"	3291	3391	1788	3328	3414	2580
"ENSG00000125871"	624	667	397	321	389	316
"ENSG00000125872"	1	0	0	1	1	1
"ENSG00000125875"	872	332	346	398	453	156
"ENSG00000125877"	1403	1226	779	1658	1437	578
"ENSG00000125878"	8	10	11	6	18	6
"ENSG00000125885"	323	331	179	267	270	191
"ENSG00000125895"	14	24	30	11	8	16
"ENSG00000125898"	36	31	21	0	1	1
"ENSG00000125901"	646	278	302	367	353	106
"ENSG00000125912"	501	504	240	485	438	162
"ENSG00000125931"	50	114	83	72	152	26
"ENSG00000125944"	5728	4918	2771	5423	4357	2754
"ENSG00000125945"	44	65	35	9	23	18
"ENSG00000125952"	3374	2726	1825	2580	1830	1247
"ENSG00000125954"	47	64	34	38	45	49
"ENSG00000125962"	938	739	728	1060	1246	886
"ENSG00000125965"	0	1	0	0	0	0
"ENSG00000125966"	15	13	10	8	14	14
"ENSG00000125967"	266	261	310	184	96	246
"ENSG00000125968"	629	389	252	463	375	90
"ENSG00000125970"	899	655	573	752	610	371
"ENSG00000125971"	9851	11577	8983	8828	8866	10374
"ENSG00000125977"	3342	3276	3455	3243	2743	3324
"ENSG00000125991"	7829	9137	7405	6204	7197	6825
"ENSG00000125995"	35555	44539	32018	28597	34651	37203
"ENSG00000125997"	0	0	1	0	0	0
"ENSG00000125998"	0	1	1	0	1	0
"ENSG00000125999"	1	0	0	0	0	0
"ENSG00000126001"	238	160	273	263	79	170
"ENSG00000126003"	229	185	145	151	124	101
"ENSG00000126005"	175	138	126	116	138	95
"ENSG00000126010"	1	0	1	0	0	0
"ENSG00000126012"	538	568	504	427	352	288
"ENSG00000126016"	19	25	28	20	29	28
"ENSG00000126062"	363	225	137	206	168	110
"ENSG00000126067"	9270	10740	5686	8515	9056	7560
"ENSG00000126070"	319	274	222	239	243	198
"ENSG00000126088"	6940	8182	5381	5946	6771	6624
"ENSG00000126091"	267	142	308	250	170	225
"ENSG00000126106"	266	300	235	271	323	260
"ENSG00000126107"	368	297	212	213	203	112
"ENSG00000126214"	348	289	279	396	293	204
"ENSG00000126215"	425	520	460	476	451	193
"ENSG00000126216"	508	454	392	291	321	148
"ENSG00000126217"	33	22	71	6	13	15
"ENSG00000126218"	8	17	15	20	6	9
"ENSG00000126226"	3414	3712	2641	2350	2392	2241
"ENSG00000126231"	9	4	0	0	0	0
"ENSG00000126243"	20	4	10	9	6	0
"ENSG00000126246"	246	302	305	246	256	212
"ENSG00000126247"	2017	2832	1918	1619	2021	1857
